time,emg1,emg2,emg3
0.00710571000672644,1.9445421245421244,0.15069597069597068,1.2780952380952382
0.012611517006007489,1.9445421245421244,0.15069597069597068,1.2780952380952382
0.012871347003965639,1.9445421245421244,0.15069597069597068,1.2780952380952382
0.021587100003671367,0.6857875457875457,0.4029304029304029,0.3779487179487179
0.03007486900605727,0.6857875457875457,0.4029304029304029,0.3779487179487179
0.03937951500120107,1.4304029304029304,0.190989010989011,1.6512087912087912
0.04432775000168476,1.4304029304029304,0.190989010989011,1.6512087912087912
0.05198835600458551,3.3,0.17406593406593407,2.864029304029304
0.058574643000611104,1.569010989010989,0.20468864468864467,1.7317948717948717
0.0651393910011393,1.569010989010989,0.20468864468864467,1.7317948717948717
0.0719974280000315,1.913919413919414,0.4005128205128205,0.4383882783882784
0.07679393700527726,1.6947252747252746,0.0547985347985348,1.270842490842491
0.08209463800449157,1.6947252747252746,0.0547985347985348,1.270842490842491
0.08470912100165151,1.6947252747252746,0.0547985347985348,1.270842490842491
0.08982305500103394,1.6947252747252746,0.0547985347985348,1.270842490842491
0.09309670299990103,1.6947252747252746,0.0547985347985348,1.270842490842491
0.09403611800371436,1.6947252747252746,0.0547985347985348,1.270842490842491
0.0957741310048732,1.6947252747252746,0.0547985347985348,1.270842490842491
0.09902242100361036,1.6947252747252746,0.0547985347985348,1.270842490842491
0.10000483500334667,1.6947252747252746,0.0547985347985348,1.270842490842491
0.10096438700566068,1.6947252747252746,0.0547985347985348,1.270842490842491
0.10275228200043784,1.6947252747252746,0.0547985347985348,1.270842490842491
0.10594936100096675,1.6947252747252746,0.0547985347985348,1.270842490842491
0.10761143100535264,1.6947252747252746,0.0547985347985348,1.270842490842491
0.11146645900589647,1.58996336996337,0.12974358974358974,1.7583882783882783
0.11608099300065078,1.4715018315018316,0.020146520146520144,1.3014652014652013
0.11633894400438294,1.4715018315018316,0.020146520146520144,1.3014652014652013
0.12174404800316552,1.4715018315018316,0.020146520146520144,1.3014652014652013
0.12425929800519953,2.9389743589743587,0.083003663003663,2.3466666666666667
0.13378404400282307,2.9389743589743587,0.083003663003663,2.3466666666666667
0.1376908070014906,1.8526739926739926,0.016117216117216115,1.6197802197802196
0.14160293300665217,1.8526739926739926,0.016117216117216115,1.6197802197802196
0.14546197300660424,2.341025641025641,0.13216117216117215,1.7809523809523808
0.15008804000535747,2.341025641025641,0.13216117216117215,1.7809523809523808
0.1502570230004494,2.341025641025641,0.13216117216117215,1.7809523809523808
0.15501952400518348,2.341025641025641,0.13216117216117215,1.7809523809523808
0.1551510560020688,1.9703296703296702,0.03304029304029304,1.5617582417582416
0.16069573800632497,1.9703296703296702,0.03304029304029304,1.5617582417582416
0.16160986400063848,1.9703296703296702,0.03304029304029304,1.5617582417582416
0.1632531930008554,1.9703296703296702,0.03304029304029304,1.5617582417582416
0.1672002110062749,2.0388278388278387,0.3739194139194139,0.51010989010989
0.17201143500278704,2.0388278388278387,0.3739194139194139,0.51010989010989
0.17773026800568914,1.7865934065934064,0.0273992673992674,1.7559706959706958
0.17802873300388455,1.7865934065934064,0.0273992673992674,1.7559706959706958
0.18433058400114533,1.7865934065934064,0.0273992673992674,1.7559706959706958
